final_position,points_earned,driver_id,race_id,weather_id,date
8,4,44,7766,71,2023-03-03
4,12,44,7767,9,2023-03-04
7,6,44,7768,9,2023-03-04
6,8,44,7772,35,2023-03-17
11,0,44,7773,35,2023-03-17
5,10,44,7774,77,2023-03-18
8,4,44,7775,77,2023-03-18
5,10,44,7779,80,2023-03-19
2,18,44,7780,65,2023-03-31
13,0,44,7781,65,2023-03-31
8,4,44,7782,15,2023-04-01
3,15,44,7783,15,2023-04-01
2,18,44,7787,27,2023-04-02
5,10,44,7953,46,2023-03-05
11,0,44,9063,34,2023-04-28
5,10,44,9064,34,2023-04-28
7,6,44,9069,10,2023-04-29
6,8,44,9070,61,2023-04-30
2,18,44,9071,58,2023-05-05
7,6,44,9072,58,2023-05-05
13,0,44,9073,49,2023-05-06
13,0,44,9074,49,2023-05-06
6,8,44,9078,72,2023-05-07
3,15,44,9087,39,2023-05-26
6,8,44,9088,39,2023-05-26
8,4,44,9089,24,2023-05-27
6,8,44,9090,24,2023-05-27
4,12,44,9094,83,2023-05-28
12,0,44,9095,47,2023-06-02
11,0,44,9096,47,2023-06-02
3,15,44,9097,43,2023-06-03
5,10,44,9098,43,2023-06-03
2,18,44,9102,30,2023-06-04
19,0,44,9103,40,2023-06-16
1,25,44,9104,40,2023-06-16
10,1,44,9105,55,2023-06-17
4,12,44,9106,55,2023-06-17
3,15,44,9110,1,2023-06-18
5,10,44,9112,21,2023-06-30
10,1,44,9117,63,2023-07-01
7,6,44,9118,29,2023-07-02
12,0,44,9119,18,2023-07-07
15,0,44,9120,18,2023-07-07
5,10,44,9121,56,2023-07-08
7,6,44,9122,56,2023-07-08
3,15,44,9126,45,2023-07-09
16,0,44,9127,69,2023-07-21
1,25,44,9128,20,2023-07-22
1,25,44,9129,20,2023-07-22
4,12,44,9133,82,2023-07-23
12,0,44,9134,32,2023-07-28
4,12,44,9135,32,2023-07-28
7,6,44,9140,4,2023-07-29
4,12,44,9141,67,2023-07-30
3,15,44,9142,38,2023-08-25
4,12,44,9143,38,2023-08-25
5,10,44,9144,64,2023-08-26
13,0,44,9145,64,2023-08-26
6,8,44,9149,44,2023-08-27
8,4,44,9150,19,2023-09-01
17,0,44,9151,19,2023-09-01
3,15,44,9152,51,2023-09-02
8,4,44,9153,51,2023-09-02
6,8,44,9157,6,2023-09-03
5,10,44,9158,33,2023-09-15
5,10,44,9159,33,2023-09-15
6,8,44,9160,70,2023-09-16
5,10,44,9161,70,2023-09-16
3,15,44,9165,16,2023-09-17
16,0,44,9166,37,2023-09-22
14,0,44,9167,37,2023-09-22
7,6,44,9168,52,2023-09-23
7,6,44,9169,52,2023-09-23
5,10,44,9173,68,2023-09-24
11,0,44,9174,48,2023-10-27
7,6,44,9175,48,2023-10-27
10,1,44,9176,81,2023-10-28
6,8,44,9177,81,2023-10-28
2,18,44,9181,12,2023-10-29
12,0,44,9182,5,2023-11-17
9,2,44,9183,5,2023-11-17
8,4,44,9184,7,2023-11-18
7,6,44,9189,25,2023-11-19
8,4,44,9191,8,2023-11-24
12,0,44,9192,3,2023-11-25
11,0,44,9193,3,2023-11-25
9,2,44,9197,31,2023-11-26
12,0,44,9198,60,2023-11-03
7,6,44,9204,11,2023-11-04
8,4,44,9205,14,2023-11-05
3,15,44,9206,73,2023-10-20
3,15,44,9207,73,2023-10-20
2,18,44,9212,66,2023-10-21
2,18,44,9213,79,2023-10-22
14,0,44,9214,17,2023-10-06
4,12,44,9215,17,2023-10-06
5,10,44,9220,78,2023-10-07
19,0,44,9221,28,2023-10-08
6,8,44,9222,74,2023-02-23
20,0,44,9223,69,2023-07-21
6,8,44,9278,10,2023-04-29
18,0,44,9282,63,2023-07-01
7,6,44,9286,4,2023-07-29
3,15,44,9294,66,2023-10-21
12,0,44,9298,78,2023-10-07
5,10,44,9304,60,2023-11-03
5,10,44,9308,11,2023-11-04
11,0,44,9314,7,2023-11-18
9,2,44,9465,23,2024-02-29
12,0,44,9466,59,2024-03-01
12,0,44,9467,59,2024-03-01
9,2,44,9468,59,2024-03-01
7,6,44,9472,50,2024-03-02
8,4,44,9473,62,2024-03-07
8,4,44,9474,62,2024-03-07
9,2,44,9475,22,2024-03-08
8,4,44,9476,22,2024-03-08
9,2,44,9480,53,2024-03-09
18,0,44,9481,76,2024-03-22
18,0,44,9482,76,2024-03-22
4,12,44,9483,42,2024-03-23
11,0,44,9484,42,2024-03-23
18,0,44,9488,54,2024-03-24
5,10,44,9489,75,2024-04-05
2,18,44,9490,75,2024-04-05
4,12,44,9491,13,2024-04-06
7,6,44,9492,13,2024-04-06
9,2,44,9496,26,2024-04-07
7,6,44,9497,-1,2024-05-03
12,0,44,9502,-1,2024-05-03
18,0,44,9663,36,2024-04-19
18,0,44,9664,2,2024-04-20
2,18,44,9668,36,2024-04-19
2,18,44,9672,2,2024-04-20
9,2,44,9673,57,2024-04-21
18,0,45,9190,8,2023-11-24
15,0,50,9174,48,2023-10-27
20,0,50,9190,8,2023-11-24
6,8,55,7763,41,2023-02-24
5,10,55,7764,0,2023-02-25
20,0,55,7765,71,2023-03-03
14,0,55,7766,71,2023-03-03
8,4,55,7767,9,2023-03-04
4,12,55,7768,9,2023-03-04
7,6,55,7772,35,2023-03-17
10,1,55,7773,35,2023-03-17
10,1,55,7774,77,2023-03-18
5,10,55,7775,77,2023-03-18
6,8,55,7779,80,2023-03-19
6,8,55,7780,65,2023-03-31
5,10,55,7781,65,2023-03-31
7,6,55,7782,15,2023-04-01
5,10,55,7783,15,2023-04-01
12,0,55,7787,27,2023-04-02
4,12,55,7953,46,2023-03-05
4,12,55,9063,34,2023-04-28
4,12,55,9064,34,2023-04-28
5,10,55,9069,10,2023-04-29
5,10,55,9070,61,2023-04-30
5,10,55,9071,58,2023-05-05
2,18,55,9072,58,2023-05-05
4,12,55,9073,49,2023-05-06
3,15,55,9074,49,2023-05-06
5,10,55,9078,72,2023-05-07
1,25,55,9087,39,2023-05-26
3,15,55,9088,39,2023-05-26
4,12,55,9089,24,2023-05-27
5,10,55,9090,24,2023-05-27
8,4,55,9094,83,2023-05-28
9,2,55,9095,47,2023-06-02
7,6,55,9096,47,2023-06-02
4,12,55,9097,43,2023-06-03
2,18,55,9098,43,2023-06-03
5,10,55,9102,30,2023-06-04
10,1,55,9103,40,2023-06-16
3,15,55,9104,40,2023-06-16
5,10,55,9105,55,2023-06-17
8,4,55,9106,55,2023-06-17
5,10,55,9110,1,2023-06-18
3,15,55,9112,21,2023-06-30
3,15,55,9117,63,2023-07-01
4,12,55,9118,29,2023-07-02
7,6,55,9119,18,2023-07-07
2,18,55,9120,18,2023-07-07
6,8,55,9121,56,2023-07-08
5,10,55,9122,56,2023-07-08
10,1,55,9126,45,2023-07-09
10,1,55,9127,69,2023-07-21
8,4,55,9128,20,2023-07-22
11,0,55,9129,20,2023-07-22
8,4,55,9133,82,2023-07-23
1,25,55,9134,32,2023-07-28
5,10,55,9135,32,2023-07-28
4,12,55,9140,4,2023-07-29
19,0,55,9141,67,2023-07-30
16,0,55,9143,38,2023-08-25
12,0,55,9144,64,2023-08-26
6,8,55,9145,64,2023-08-26
5,10,55,9149,44,2023-08-27
2,18,55,9150,19,2023-09-01
1,25,55,9151,19,2023-09-01
1,25,55,9152,51,2023-09-02
1,25,55,9153,51,2023-09-02
3,15,55,9157,6,2023-09-03
2,18,55,9158,33,2023-09-15
1,25,55,9159,33,2023-09-15
1,25,55,9160,70,2023-09-16
1,25,55,9161,70,2023-09-16
1,25,55,9165,16,2023-09-17
2,18,55,9166,37,2023-09-22
4,12,55,9167,37,2023-09-22
6,8,55,9168,52,2023-09-23
6,8,55,9169,52,2023-09-23
6,8,55,9173,68,2023-09-24
7,6,55,9174,48,2023-10-27
11,0,55,9175,48,2023-10-27
15,0,55,9176,81,2023-10-28
2,18,55,9177,81,2023-10-28
4,12,55,9181,12,2023-10-29
7,6,55,9182,5,2023-11-17
2,18,55,9183,5,2023-11-17
17,0,55,9184,7,2023-11-18
6,8,55,9189,25,2023-11-19
7,6,55,9190,8,2023-11-24
19,0,55,9191,8,2023-11-24
20,0,55,9192,3,2023-11-25
16,0,55,9193,3,2023-11-25
18,0,55,9197,31,2023-11-26
1,25,55,9198,60,2023-11-03
8,4,55,9204,11,2023-11-04
6,8,55,9205,14,2023-11-05
8,4,55,9206,73,2023-10-20
4,12,55,9207,73,2023-10-20
6,8,55,9212,66,2023-10-21
4,12,55,9213,79,2023-10-22
4,12,55,9214,17,2023-10-06
12,0,55,9215,17,2023-10-06
6,8,55,9220,78,2023-10-07
20,0,55,9221,28,2023-10-08
3,15,55,9222,74,2023-02-23
15,0,55,9223,69,2023-07-21
5,10,55,9278,10,2023-04-29
5,10,55,9282,63,2023-07-01
3,15,55,9286,4,2023-07-29
6,8,55,9294,66,2023-10-21
5,10,55,9298,78,2023-10-07
8,4,55,9304,60,2023-11-03
9,2,55,9308,11,2023-11-04
2,18,55,9314,7,2023-11-18
11,0,55,9465,23,2024-02-29
1,25,55,9466,59,2024-03-01
1,25,55,9467,59,2024-03-01
4,12,55,9468,59,2024-03-01
3,15,55,9472,50,2024-03-02
7,6,55,9473,62,2024-03-07
7,6,55,9474,62,2024-03-07
3,15,55,9481,76,2024-03-22
3,15,55,9482,76,2024-03-22
3,15,55,9483,42,2024-03-23
2,18,55,9484,42,2024-03-23
1,25,55,9488,54,2024-03-24
3,15,55,9489,75,2024-04-05
7,6,55,9490,75,2024-04-05
7,6,55,9491,13,2024-04-06
4,12,55,9492,13,2024-04-06
3,15,55,9496,26,2024-04-07
3,15,55,9497,-1,2024-05-03
5,10,55,9502,-1,2024-05-03
14,0,55,9663,36,2024-04-19
7,6,55,9664,2,2024-04-20
5,10,55,9668,36,2024-04-19
5,10,55,9672,2,2024-04-20
5,10,55,9673,57,2024-04-21
18,0,61,9174,48,2023-10-27
13,0,61,9190,8,2023-11-24
13,0,63,7763,41,2023-02-24
8,4,63,7764,0,2023-02-25
11,0,63,7765,71,2023-03-03
13,0,63,7766,71,2023-03-03
6,8,63,7767,9,2023-03-04
6,8,63,7768,9,2023-03-04
5,10,63,7772,35,2023-03-17
5,10,63,7773,35,2023-03-17
11,0,63,7774,77,2023-03-18
4,12,63,7775,77,2023-03-18
4,12,63,7779,80,2023-03-19
9,2,63,7780,65,2023-03-31
4,12,63,7781,65,2023-03-31
4,12,63,7782,15,2023-04-01
2,18,63,7783,15,2023-04-01
18,0,63,7787,27,2023-04-02
7,6,63,7953,46,2023-03-05
17,0,63,9063,34,2023-04-28
11,0,63,9064,34,2023-04-28
4,12,63,9069,10,2023-04-29
8,4,63,9070,61,2023-04-30
1,25,63,9071,58,2023-05-05
15,0,63,9072,58,2023-05-05
10,1,63,9073,49,2023-05-06
6,8,63,9074,49,2023-05-06
4,12,63,9078,72,2023-05-07
15,0,63,9087,39,2023-05-26
12,0,63,9088,39,2023-05-26
11,0,63,9089,24,2023-05-27
8,4,63,9090,24,2023-05-27
5,10,63,9094,83,2023-05-28
10,1,63,9095,47,2023-06-02
8,4,63,9096,47,2023-06-02
6,8,63,9097,43,2023-06-03
12,0,63,9098,43,2023-06-03
3,15,63,9102,30,2023-06-04
20,0,63,9103,40,2023-06-16
2,18,63,9104,40,2023-06-16
15,0,63,9105,55,2023-06-17
5,10,63,9106,55,2023-06-17
19,0,63,9110,1,2023-06-18
11,0,63,9112,21,2023-06-30
8,4,63,9117,63,2023-07-01
8,4,63,9118,29,2023-07-02
14,0,63,9119,18,2023-07-07
12,0,63,9120,18,2023-07-07
9,2,63,9121,56,2023-07-08
6,8,63,9122,56,2023-07-08
5,10,63,9126,45,2023-07-09
20,0,63,9127,69,2023-07-21
6,8,63,9128,20,2023-07-22
18,0,63,9129,20,2023-07-22
6,8,63,9133,82,2023-07-23
13,0,63,9134,32,2023-07-28
8,4,63,9135,32,2023-07-28
8,4,63,9140,4,2023-07-29
6,8,63,9141,67,2023-07-30
11,0,63,9142,38,2023-08-25
14,0,63,9143,38,2023-08-25
2,18,63,9144,64,2023-08-26
3,15,63,9145,64,2023-08-26
17,0,63,9149,44,2023-08-27
5,10,63,9150,19,2023-09-01
9,2,63,9151,19,2023-09-01
6,8,63,9152,51,2023-09-02
4,12,63,9153,51,2023-09-02
5,10,63,9157,6,2023-09-03
6,8,63,9158,33,2023-09-15
3,15,63,9159,33,2023-09-15
2,18,63,9160,70,2023-09-16
2,18,63,9161,70,2023-09-16
16,0,63,9165,16,2023-09-17
13,0,63,9166,37,2023-09-22
5,10,63,9167,37,2023-09-22
8,4,63,9168,52,2023-09-23
8,4,63,9169,52,2023-09-23
7,6,63,9173,68,2023-09-24
10,1,63,9175,48,2023-10-27
4,12,63,9176,81,2023-10-28
8,4,63,9177,81,2023-10-28
6,8,63,9181,12,2023-10-29
6,8,63,9182,5,2023-11-17
12,0,63,9183,5,2023-11-17
1,25,63,9184,7,2023-11-18
8,4,63,9189,25,2023-11-19
1,25,63,9190,8,2023-11-24
6,8,63,9191,8,2023-11-24
1,25,63,9192,3,2023-11-25
4,12,63,9193,3,2023-11-25
3,15,63,9197,31,2023-11-26
3,15,63,9198,60,2023-11-03
4,12,63,9204,11,2023-11-04
15,0,63,9205,14,2023-11-05
6,8,63,9206,73,2023-10-20
5,10,63,9207,73,2023-10-20
8,4,63,9212,66,2023-10-21
7,6,63,9213,79,2023-10-22
12,0,63,9214,17,2023-10-06
2,18,63,9215,17,2023-10-06
4,12,63,9220,78,2023-10-07
4,12,63,9221,28,2023-10-08
9,2,63,9222,74,2023-02-23
1,25,63,9223,69,2023-07-21
4,12,63,9278,10,2023-04-29
15,0,63,9282,63,2023-07-01
10,1,63,9286,4,2023-07-29
8,4,63,9294,66,2023-10-21
4,12,63,9298,78,2023-10-07
6,8,63,9304,60,2023-11-03
4,12,63,9308,11,2023-11-04
4,12,63,9314,7,2023-11-18
7,6,63,9465,23,2024-02-29
6,8,63,9466,59,2024-03-01
6,8,63,9467,59,2024-03-01
3,15,63,9468,59,2024-03-01
5,10,63,9472,50,2024-03-02
2,18,63,9473,62,2024-03-07
2,18,63,9474,62,2024-03-07
4,12,63,9475,22,2024-03-08
7,6,63,9476,22,2024-03-08
6,8,63,9480,53,2024-03-09
6,8,63,9481,76,2024-03-22
6,8,63,9482,76,2024-03-22
5,10,63,9483,42,2024-03-23
7,6,63,9484,42,2024-03-23
17,0,63,9488,54,2024-03-24
4,12,63,9489,75,2024-04-05
20,0,63,9490,75,2024-04-05
3,15,63,9491,13,2024-04-06
9,2,63,9492,13,2024-04-06
7,6,63,9496,26,2024-04-07
4,12,63,9497,-1,2024-05-03
11,0,63,9502,-1,2024-05-03
17,0,63,9663,36,2024-04-19
8,4,63,9664,2,2024-04-20
11,0,63,9668,36,2024-04-19
8,4,63,9672,2,2024-04-20
6,8,63,9673,57,2024-04-21
3,15,77,7764,0,2023-02-25
9,2,77,7765,71,2023-03-03
12,0,77,7766,71,2023-03-03
17,0,77,7767,9,2023-03-04
12,0,77,7768,9,2023-03-04
18,0,77,7772,35,2023-03-17
20,0,77,7773,35,2023-03-17
18,0,77,7774,77,2023-03-18
14,0,77,7775,77,2023-03-18
18,0,77,7779,80,2023-03-19
18,0,77,7780,65,2023-03-31
12,0,77,7781,65,2023-03-31
15,0,77,7782,15,2023-04-01
19,0,77,7783,15,2023-04-01
11,0,77,7787,27,2023-04-02
8,4,77,7953,46,2023-03-05
13,0,77,9063,34,2023-04-28
14,0,77,9064,34,2023-04-28
16,0,77,9069,10,2023-04-29
18,0,77,9070,61,2023-04-30
14,0,77,9071,58,2023-05-05
14,0,77,9072,58,2023-05-05
7,6,77,9073,49,2023-05-06
10,1,77,9074,49,2023-05-06
13,0,77,9078,72,2023-05-07
11,0,77,9087,39,2023-05-26
8,4,77,9088,39,2023-05-26
10,1,77,9089,24,2023-05-27
15,0,77,9090,24,2023-05-27
11,0,77,9094,83,2023-05-28
16,0,77,9095,47,2023-06-02
9,2,77,9096,47,2023-06-02
8,4,77,9097,43,2023-06-03
16,0,77,9098,43,2023-06-03
19,0,77,9102,30,2023-06-04
1,25,77,9103,40,2023-06-16
7,6,77,9104,40,2023-06-16
9,2,77,9105,55,2023-06-17
15,0,77,9106,55,2023-06-17
10,1,77,9110,1,2023-06-18
14,0,77,9112,21,2023-06-30
20,0,77,9117,63,2023-07-01
16,0,77,9118,29,2023-07-02
15,0,77,9119,18,2023-07-07
16,0,77,9120,18,2023-07-07
18,0,77,9121,56,2023-07-08
15,0,77,9122,56,2023-07-08
12,0,77,9126,45,2023-07-09
7,6,77,9127,69,2023-07-21
10,1,77,9128,20,2023-07-22
7,6,77,9129,20,2023-07-22
12,0,77,9133,82,2023-07-23
14,0,77,9134,32,2023-07-28
14,0,77,9135,32,2023-07-28
13,0,77,9140,4,2023-07-29
12,0,77,9141,67,2023-07-30
15,0,77,9142,38,2023-08-25
9,2,77,9143,38,2023-08-25
8,4,77,9144,64,2023-08-26
19,0,77,9145,64,2023-08-26
15,0,77,9149,44,2023-08-27
15,0,77,9150,19,2023-09-01
12,0,77,9151,19,2023-09-01
16,0,77,9152,51,2023-09-02
14,0,77,9153,51,2023-09-02
10,1,77,9157,6,2023-09-03
14,0,77,9158,33,2023-09-15
10,1,77,9159,33,2023-09-15
18,0,77,9160,70,2023-09-16
16,0,77,9161,70,2023-09-16
17,0,77,9165,16,2023-09-17
17,0,77,9166,37,2023-09-22
10,1,77,9167,37,2023-09-22
11,0,77,9168,52,2023-09-23
16,0,77,9169,52,2023-09-23
20,0,77,9173,68,2023-09-24
4,12,77,9175,48,2023-10-27
6,8,77,9176,81,2023-10-28
9,2,77,9177,81,2023-10-28
14,0,77,9181,12,2023-10-29
10,1,77,9182,5,2023-11-17
5,10,77,9183,5,2023-11-17
9,2,77,9184,7,2023-11-18
17,0,77,9189,25,2023-11-19
4,12,77,9190,8,2023-11-24
4,12,77,9191,8,2023-11-24
16,0,77,9192,3,2023-11-25
18,0,77,9193,3,2023-11-25
19,0,77,9197,31,2023-11-26
17,0,77,9198,60,2023-11-03
19,0,77,9204,11,2023-11-04
16,0,77,9205,14,2023-11-05
17,0,77,9206,73,2023-10-20
13,0,77,9207,73,2023-10-20
16,0,77,9212,66,2023-10-21
14,0,77,9213,79,2023-10-22
5,10,77,9214,17,2023-10-06
9,2,77,9215,17,2023-10-06
11,0,77,9220,78,2023-10-07
8,4,77,9221,28,2023-10-08
12,0,77,9222,74,2023-02-23
6,8,77,9223,69,2023-07-21
17,0,77,9278,10,2023-04-29
19,0,77,9282,63,2023-07-01
17,0,77,9286,4,2023-07-29
18,0,77,9294,66,2023-10-21
13,0,77,9298,78,2023-10-07
18,0,77,9304,60,2023-11-03
14,0,77,9308,11,2023-11-04
8,4,77,9314,7,2023-11-18
10,1,77,9465,23,2024-02-29
16,0,77,9466,59,2024-03-01
17,0,77,9467,59,2024-03-01
16,0,77,9468,59,2024-03-01
19,0,77,9472,50,2024-03-02
18,0,77,9473,62,2024-03-07
20,0,77,9474,62,2024-03-07
18,0,77,9475,22,2024-03-08
16,0,77,9476,22,2024-03-08
17,0,77,9480,53,2024-03-09
14,0,77,9481,76,2024-03-22
14,0,77,9482,76,2024-03-22
12,0,77,9483,42,2024-03-23
13,0,77,9484,42,2024-03-23
14,0,77,9488,54,2024-03-24
14,0,77,9489,75,2024-04-05
11,0,77,9490,75,2024-04-05
12,0,77,9491,13,2024-04-06
13,0,77,9492,13,2024-04-06
14,0,77,9496,26,2024-04-07
17,0,77,9497,-1,2024-05-03
18,0,77,9502,-1,2024-05-03
10,1,77,9663,36,2024-04-19
10,1,77,9664,2,2024-04-20
9,2,77,9668,36,2024-04-19
12,0,77,9672,2,2024-04-20
20,0,77,9673,57,2024-04-21
9,2,81,7763,41,2023-02-24
16,0,81,7764,0,2023-02-25
12,0,81,7765,71,2023-03-03
15,0,81,7766,71,2023-03-03
9,2,81,7767,9,2023-03-04
18,0,81,7768,9,2023-03-04
14,0,81,7772,35,2023-03-17
19,0,81,7773,35,2023-03-17
8,4,81,7774,77,2023-03-18
9,2,81,7775,77,2023-03-18
15,0,81,7779,80,2023-03-19
12,0,81,7780,65,2023-03-31
14,0,81,7781,65,2023-03-31
14,0,81,7782,15,2023-04-01
16,0,81,7783,15,2023-04-01
8,4,81,7787,27,2023-04-02
20,0,81,7953,46,2023-03-05
12,0,81,9063,34,2023-04-28
10,1,81,9064,34,2023-04-28
10,1,81,9069,10,2023-04-29
11,0,81,9070,61,2023-04-30
12,0,81,9071,58,2023-05-05
16,0,81,9072,58,2023-05-05
18,0,81,9073,49,2023-05-06
19,0,81,9074,49,2023-05-06
19,0,81,9078,72,2023-05-07
17,0,81,9087,39,2023-05-26
18,0,81,9088,39,2023-05-26
19,0,81,9089,24,2023-05-27
11,0,81,9090,24,2023-05-27
10,1,81,9094,83,2023-05-28
17,0,81,9095,47,2023-06-02
12,0,81,9096,47,2023-06-02
15,0,81,9097,43,2023-06-03
10,1,81,9098,43,2023-06-03
13,0,81,9102,30,2023-06-04
6,8,81,9103,40,2023-06-16
11,0,81,9104,40,2023-06-16
12,0,81,9105,55,2023-06-17
9,2,81,9106,55,2023-06-17
11,0,81,9110,1,2023-06-18
13,0,81,9112,21,2023-06-30
11,0,81,9117,63,2023-07-01
17,0,81,9118,29,2023-07-02
10,1,81,9119,18,2023-07-07
9,2,81,9120,18,2023-07-07
17,0,81,9121,56,2023-07-08
3,15,81,9122,56,2023-07-08
4,12,81,9126,45,2023-07-09
19,0,81,9127,69,2023-07-21
14,0,81,9128,20,2023-07-22
4,12,81,9129,20,2023-07-22
5,10,81,9133,82,2023-07-23
2,18,81,9134,32,2023-07-28
6,8,81,9135,32,2023-07-28
2,18,81,9140,4,2023-07-29
20,0,81,9141,67,2023-07-30
8,4,81,9142,38,2023-08-25
19,0,81,9143,38,2023-08-25
7,6,81,9144,64,2023-08-26
8,4,81,9145,64,2023-08-26
9,2,81,9149,44,2023-08-27
11,0,81,9150,19,2023-09-01
4,12,81,9151,19,2023-09-01
14,0,81,9152,51,2023-09-02
7,6,81,9153,51,2023-09-02
12,0,81,9157,6,2023-09-03
19,0,81,9158,33,2023-09-15
15,0,81,9159,33,2023-09-15
7,6,81,9160,70,2023-09-16
17,0,81,9161,70,2023-09-16
7,6,81,9165,16,2023-09-17
7,6,81,9166,37,2023-09-22
8,4,81,9167,37,2023-09-22
3,15,81,9168,52,2023-09-23
2,18,81,9169,52,2023-09-23
3,15,81,9173,68,2023-09-24
6,8,81,9174,48,2023-10-27
9,2,81,9175,48,2023-10-27
5,10,81,9176,81,2023-10-28
7,6,81,9177,81,2023-10-28
8,4,81,9181,12,2023-10-29
17,0,81,9182,5,2023-11-17
14,0,81,9183,5,2023-11-17
2,18,81,9184,7,2023-11-18
10,1,81,9189,25,2023-11-19
6,8,81,9190,8,2023-11-24
10,1,81,9191,8,2023-11-24
3,15,81,9192,3,2023-11-25
3,15,81,9193,3,2023-11-25
6,8,81,9197,31,2023-11-26
20,0,81,9198,60,2023-11-03
10,1,81,9204,11,2023-11-04
14,0,81,9205,14,2023-11-05
19,0,81,9206,73,2023-10-20
10,1,81,9207,73,2023-10-20
10,1,81,9212,66,2023-10-21
19,0,81,9213,79,2023-10-22
3,15,81,9214,17,2023-10-06
3,15,81,9215,17,2023-10-06
1,25,81,9220,78,2023-10-07
2,18,81,9221,28,2023-10-08
18,0,81,9222,74,2023-02-23
2,18,81,9223,69,2023-07-21
11,0,81,9278,10,2023-04-29
17,0,81,9282,63,2023-07-01
2,18,81,9286,4,2023-07-29
5,10,81,9294,66,2023-10-21
1,25,81,9298,78,2023-10-07
10,1,81,9304,60,2023-11-03
10,1,81,9308,11,2023-11-04
19,0,81,9314,7,2023-11-18
3,15,81,9465,23,2024-02-29
7,6,81,9466,59,2024-03-01
7,6,81,9467,59,2024-03-01
8,4,81,9468,59,2024-03-01
8,4,81,9472,50,2024-03-02
10,1,81,9473,62,2024-03-07
10,1,81,9474,62,2024-03-07
8,4,81,9475,22,2024-03-08
5,10,81,9476,22,2024-03-08
4,12,81,9480,53,2024-03-09
7,6,81,9481,76,2024-03-22
7,6,81,9482,76,2024-03-22
8,4,81,9483,42,2024-03-23
6,8,81,9484,42,2024-03-23
4,12,81,9488,54,2024-03-24
8,4,81,9489,75,2024-04-05
1,25,81,9490,75,2024-04-05
8,4,81,9491,13,2024-04-06
6,8,81,9492,13,2024-04-06
8,4,81,9496,26,2024-04-07
2,18,81,9497,-1,2024-05-03
6,8,81,9502,-1,2024-05-03
2,18,81,9663,36,2024-04-19
5,10,81,9664,2,2024-04-20
8,4,81,9668,36,2024-04-19
7,6,81,9672,2,2024-04-20
8,4,81,9673,57,2024-04-21
20,0,98,9174,48,2023-10-27
14,0,98,9190,8,2023-11-24
